Departure,Return,Departure station,Return station,Memebership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2022-01-17 16:00,2022-01-17 17:00,0057 Marinaside & Cooperage,0174 1st & Manitoba,365 Plus,1972,499,3724,3895,9,12,0,0
2022-01-17 16:00,2022-01-17 17:00,0218 Carrall & Seawall,0028 Davie & Beach,365 Standard,4500,881,3684,3837,9,11,0,0
2022-01-17 16:00,2022-01-17 17:00,0102 Stanley Park - Second Beach North,0017 Marinaside & Davie,30 Day Pass,0,1142,3589,3761,9,8,0,0
2022-01-17 16:00,2022-01-17 17:00,0025 Homer & Robson (Vancouver Public Library),0171 5th & Yukon,365 Standard,1988,719,3563,3755,10,11,0,0
2022-01-17 16:00,2022-01-17 17:00,0069 7th & Granville,0192 7th &  Alder,365 Standard,4386,2319,3740,3943,9,10,0,0
2022-01-17 16:00,2022-01-17 17:00,0031 Morton & Denman,0031 Morton & Denman,365 Day Pass Plus SALE,13283,2568,3694,4087,10,11,0,0
2022-01-17 16:00,2022-01-17 17:00,0024 Hornby & Pender,0053 Keefer & Abbott,30 Day Pass,6042,3404,3802,3953,11,9,0,0
2022-01-17 16:00,2022-01-17 17:00,0108 1st & Chestnut,0071 14th & Granville,365 Plus,2740,2037,3373,3584,10,12,0,0
2022-01-17 16:00,2022-01-17 17:00,0278 15th & Victoria (Trout Lake),0011 Ontario & Seawall,30 Day Pass,6524,1781,3623,3823,8,10,0,0
2022-01-17 16:00,2022-01-17 20:00,0126 Thurlow & Pendrell,0201 Shaw Tower,Community Pass,1678,16773,3648,3793,11,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0300 Bute & Barclay,0088 Harwood & Bute,365 Plus,739,205,3713,3798,9,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0005 Dunsmuir & Beatty,0027 Beatty & Nelson,365 Corporate Standard,714,262,3658,3719,8,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0159 Vine & 4th,0109 7th & Arbutus,365 Day Founding Plus,704,329,3814,3893,8,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0079 Nelson & Richards,0137 Beach & Seymour,365 Standard,916,291,3545,3674,9,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0079 Nelson & Richards,0137 Beach & Seymour,365 Standard,918,280,3747,3847,9,11,0,0
2022-01-17 17:00,2022-01-17 17:00,0074 10th & Main,0282 14th & Fraser,365 Day Pass Standard SALE,1364,404,3710,3976,8,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0052 Cambie & Water,0041 Cardero & Robson,365 Standard,2121,624,3608,3753,8,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0218 Carrall & Seawall,0073 Ontario & 5th,365 Standard,1427,397,3855,3990,8,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0234 Station & National,0227 Campbell & Hastings,Community Pass,1837,587,3574,3740,8,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0034 Cordova & Bute,0119 3rd & Quebec,365 Plus,0,918,3565,3647,8,7,0,0
2022-01-17 17:00,2022-01-17 17:00,0079 Nelson & Richards,0039 Helmcken & Burrard,365 Standard,649,279,3921,4045,8,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0255 18th & Main,0176 10th & Ontario,30 Day Pass,1139,334,3637,3756,8,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0287 Carolina & Great Northern Way,0218 Carrall & Seawall,365 Corporate Plus Renewal,2144,417,3727,3961,9,11,0,0
2022-01-17 17:00,2022-01-17 17:00,0081 7th & Heather,0177 Quebec & 1st,365 Standard,1574,494,3618,3761,8,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0073 Ontario & 5th,0058 Homer & Smithe,30 Day Pass,2334,704,3752,3892,8,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0124 Richards & Cordova,0215 Princess & Union,30 Day Pass,2513,576,3594,3682,9,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0096 Nicola & Robson,0019 Robson & Hornby,365 Day Founding Plus,1127,332,3615,3700,8,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0129 Richards & Robson,0082 Richards & Davie,365 Corporate Plus,728,251,3603,3819,8,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0281 Windsor & 14th,0186 10th & Kingsway,VIP,1480,311,3689,3892,8,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0032 Comox & Denman,0012 Dunsmuir & Richards,365 Day Pass Plus SALE,3849,1340,3895,4117,9,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0300 Bute & Barclay,0126 Thurlow & Pendrell,365 Corporate Plus Renewal,1776,586,3769,3897,8,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0002 Burrard Station (Melville & Dunsmuir),0153 Arbutus Greenway & Fir,365 Corporate Plus Renewal,3516,767,3505,3710,9,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0166 Alder & 11th,0068 Cypress & Broadway,365 Plus,1999,870,3653,3781,8,9,266,1
2022-01-17 17:00,2022-01-17 17:00,0215 Princess & Union,0137 Beach & Seymour,365 Standard,3698,629,3872,4005,9,12,0,0
2022-01-17 17:00,2022-01-17 17:00,0084 Beach & Broughton,0148 Creekside Park North,365 Standard,4018,960,3727,3966,10,11,0,0
2022-01-17 17:00,2022-01-17 17:00,0282 14th & Fraser,0074 10th & Main,365 Day Pass Standard SALE,1366,358,3782,3945,8,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0101 Stanley Park - Vancouver Aquarium,0035 Coal Harbour Community Centre,365 Standard,1913,559,3734,3911,8,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0101 Stanley Park - Vancouver Aquarium,0035 Coal Harbour Community Centre,365 Standard,1927,595,3702,3776,8,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0137 Beach & Seymour,0057 Marinaside & Cooperage,365 Standard,1278,349,4016,4103,9,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0054 Expo & Carrall,0193 Science World,365 Day Founding Plus,747,189,3868,3985,9,8,0,0
2022-01-17 17:00,2022-01-17 17:00,0002 Burrard Station (Melville & Dunsmuir),0079 Nelson & Richards,365 Standard,1433,890,3544,3653,9,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0002 Burrard Station (Melville & Dunsmuir),0159 Vine & 4th,365 Plus,3863,743,3782,3911,9,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0002 Burrard Station (Melville & Dunsmuir),0079 Nelson & Richards,365 Standard,1431,888,3752,3839,10,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0161 Alexander & Dunlevy,0030 Abbott & Cordova,365 Plus,1016,285,3708,3824,8,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0125 Hamilton & Robson,0150 Alexander & Main,365 Corporate Standard Renewal,1713,540,3800,3890,9,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0019 Robson & Hornby,0005 Dunsmuir & Beatty,365 Standard,1245,389,3500,3684,10,12,0,0
2022-01-17 17:00,2022-01-17 17:00,0019 Robson & Hornby,0198 5th & Main,365 Plus,3471,882,3586,3724,10,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0228 Keefer & Hawks,0298 6th & Carolina,365 Plus,3281,773,3568,3755,8,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0089 Burrard & Drake,0032 Comox & Denman,365 Plus,2119,1308,3615,3673,10,8,421,1
2022-01-17 17:00,2022-01-17 17:00,0028 Davie & Beach,0102 Stanley Park - Second Beach North,365 Standard,1351,274,3669,3853,12,12,0,0
2022-01-17 17:00,2022-01-17 17:00,0174 1st & Manitoba,0014 Canada Place,365 Standard,4261,872,3723,3914,9,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0138 Richards & Helmcken,0129 Richards & Robson,Community Pass,647,366,3666,3713,10,9,0,0
2022-01-17 17:00,2022-01-17 17:00,0045 Beach & Hornby,0138 Richards & Helmcken,Community Pass,1980,2226,3571,3695,9,8,961,2
2022-01-17 17:00,2022-01-17 17:00,0039 Helmcken & Burrard,0124 Richards & Cordova,365 Standard,0,532,3545,3690,9,6,0,0
2022-01-17 17:00,2022-01-17 17:00,0076 Cypress & 4th,0207 Alberni & Jervis,365 Corporate Standard Renewal,0,896,3590,3665,9,6,0,0
2022-01-17 17:00,2022-01-17 17:00,0017 Marinaside & Davie,0148 Creekside Park North,365 Standard,1341,351,4001,4140,9,11,0,0
2022-01-17 17:00,2022-01-17 17:00,0230 Alexander & Railway,0055 Keefer & Columbia,365 Plus,1278,346,3637,3756,9,11,0,0
2022-01-17 17:00,2022-01-17 17:00,0232 Britannia Parking Lot,0225 McLean & Pender,Community Pass,716,228,3582,3727,9,10,0,0
2022-01-17 17:00,2022-01-17 17:00,0019 Robson & Hornby,0076 Cypress & 4th,365 Plus,2895,863,3616,3827,10,11,0,0
2022-01-17 17:00,2022-01-17 18:00,0076 Cypress & 4th,0174 1st & Manitoba,30 Day Pass,4186,1155,3544,3642,8,9,0,0
2022-01-17 17:00,2022-01-17 18:00,0076 Cypress & 4th,0174 1st & Manitoba,30 Day Pass,4161,1093,3645,3864,9,9,0,0
2022-01-17 17:00,2022-01-17 18:00,0126 Thurlow & Pendrell,0088 Harwood & Bute,Community Pass,5000,2453,3584,3806,9,9,0,0
2022-01-17 17:00,2022-01-17 18:00,0150 Alexander & Main,0177 Quebec & 1st,365 Corporate Standard Renewal,1988,660,3727,3893,7,8,0,0
2022-01-17 17:00,2022-01-17 18:00,0030 Abbott & Cordova,0030 Abbott & Cordova,365 Corporate Plus Renewal,1631,704,3706,3831,8,10,161,1
2022-01-17 17:00,2022-01-17 18:00,0138 Richards & Helmcken,0048 Comox & Broughton,30 Day Pass,1370,567,3681,3793,9,11,0,0
2022-01-17 17:00,2022-01-17 18:00,0071 14th & Granville,0248 St George & Broadway,Community Pass,3985,1368,3950,4105,8,11,0,0
2022-01-17 17:00,2022-01-17 18:00,0012 Dunsmuir & Richards,0092 Chilco & Barclay,365 Day Founding Plus,2711,1194,3655,3876,8,7,243,1
2022-01-17 17:00,2022-01-17 18:00,0186 10th & Kingsway,0150 Alexander & Main,Community Pass,2728,855,3650,3744,8,9,0,0
2022-01-17 17:00,2022-01-17 18:00,0186 10th & Kingsway,0255 18th & Main,VIP,3642,4031,3777,3960,7,12,0,0
2022-01-17 18:00,2022-01-17 18:00,0266 St Catherines & 7th,0266 St Catherines & 7th,365 Corporate Standard Renewal,89,40,3661,3756,7,7,0,0
2022-01-17 18:00,2022-01-17 18:00,0282 14th & Fraser,0255 18th & Main,365 Corporate Plus,1304,345,3595,3739,8,8,0,0
2022-01-17 18:00,2022-01-17 18:00,0981 Workshop - Service Complete,0242 8th & Commercial,VIP,2017,653,3831,3977,22,17,0,0
2022-01-17 18:00,2022-01-17 18:00,0190 Melville & Bute,0092 Chilco & Barclay,365 Standard,1917,532,3823,3990,8,8,0,0
2022-01-17 18:00,2022-01-17 18:00,0075 Arbutus & 10th,0069 7th & Granville,365 Standard,1388,398,3771,3921,9,10,0,0
2022-01-17 18:00,2022-01-17 18:00,0248 St George & Broadway,0071 14th & Granville,Community Pass,4014,1241,3594,3869,7,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0153 Arbutus Greenway & Fir,0040 Cardero & Davie,365 Day Pass Plus SALE,3477,1113,3797,3947,8,6,0,0
2022-01-17 18:00,2022-01-17 18:00,0191 7th & Laurel,0174 1st & Manitoba,365 Corporate Plus Renewal,1613,395,3853,3937,8,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0005 Dunsmuir & Beatty,0190 Melville & Bute,365 Standard,1396,351,3731,3808,9,10,0,0
2022-01-17 18:00,2022-01-17 18:00,0053 Keefer & Abbott,0212 Union & Dunlevy,365 Standard,1092,344,3640,3819,8,10,0,0
2022-01-17 18:00,2022-01-17 18:00,0102 Stanley Park - Second Beach North,0035 Coal Harbour Community Centre,Community Pass,2448,715,3700,3843,8,10,0,0
2022-01-17 18:00,2022-01-17 18:00,0106 Heather & 14th,0129 Richards & Robson,365 Corporate Standard,3054,934,3578,3539,7,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0297 6th & Prince Edward,0236 Keith & 6th,365 Plus,1374,242,3613,3726,8,10,0,0
2022-01-17 18:00,2022-01-17 18:00,0005 Dunsmuir & Beatty,0138 Richards & Helmcken,Community Pass,1284,1206,3624,3797,8,8,0,0
2022-01-17 18:00,2022-01-17 18:00,0123 Georgia & Thurlow,0044 Pacific & Richards,365 Plus,1976,530,3658,3769,4,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0063 Robson & Granville,0300 Bute & Barclay,365 Corporate Plus,1247,1411,3800,3893,9,10,896,1
2022-01-17 18:00,2022-01-17 18:00,0112 10th & Oak,0075 Arbutus & 10th,365 Standard,2013,542,3768,3908,8,10,0,0
2022-01-17 18:00,2022-01-17 18:00,0123 Georgia & Thurlow,0123 Georgia & Thurlow,365 Plus,0,17,3686,3719,3,7,0,0
2022-01-17 18:00,2022-01-17 18:00,0053 Keefer & Abbott,0174 1st & Manitoba,365 Standard,1915,879,3734,3918,8,10,0,0
2022-01-17 18:00,2022-01-17 18:00,0212 Union & Dunlevy,0005 Dunsmuir & Beatty,365 Standard,3048,827,3684,3839,11,11,0,0
2022-01-17 18:00,2022-01-17 18:00,0006 Olympic Village Station,0189 Granville Island,365 Day Founding Plus,0,392,3482,3557,8,7,0,0
2022-01-17 18:00,2022-01-17 18:00,0199 Georgia & Main,0025 Homer & Robson (Vancouver Public Library),365 Plus,1686,757,3697,3769,8,6,0,0
2022-01-17 18:00,2022-01-17 18:00,0206 8th & Scotia,0073 Ontario & 5th,365 Standard,822,309,3629,3769,7,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0073 Ontario & 5th,0193 Science World,365 Day Founding Standard,880,243,3595,3711,7,8,0,0
2022-01-17 18:00,2022-01-17 18:00,0002 Burrard Station (Melville & Dunsmuir),0041 Cardero & Robson,365 Corporate Standard,1176,287,3552,3639,8,10,0,0
2022-01-17 18:00,2022-01-17 18:00,0305 Georgia & Homer,0227 Campbell & Hastings,365 Standard,2846,850,3665,3740,7,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0026 Beatty & Robson,0212 Union & Dunlevy,365 Standard,1584,351,3656,3777,8,10,0,0
2022-01-17 18:00,2022-01-17 18:00,0215 Princess & Union,0171 5th & Yukon,Community Pass,3806,1921,3597,3718,8,12,920,1
2022-01-17 18:00,2022-01-17 18:00,0280 Triumph & Victoria,0073 Ontario & 5th,365 Plus,4841,1398,3507,3660,8,10,0,0
2022-01-17 18:00,2022-01-17 18:00,0017 Marinaside & Davie,0137 Beach & Seymour,365 Standard,1090,353,4014,4150,8,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0223 Commercial & Adanac,0250 Woodland & 4th,365 Corporate Plus Renewal,1439,646,3671,3816,9,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0054 Expo & Carrall,0173 1st & Columbia,365 Plus,1576,462,3905,4042,7,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0041 Cardero & Robson,0040 Cardero & Davie,365 Standard,692,255,3647,3732,8,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0161 Alexander & Dunlevy,0035 Coal Harbour Community Centre,Community Pass,3103,717,3761,3935,8,9,0,0
2022-01-17 18:00,2022-01-17 18:00,0014 Canada Place,0053 Keefer & Abbott,365 Standard,1170,1104,3803,3861,8,7,0,0
2022-01-17 18:00,2022-01-17 19:00,0205 Pine & 10th,0180 Columbia & 14th,365 Day Founding Standard,3026,883,3648,3821,9,10,0,0
2022-01-17 18:00,2022-01-17 19:00,0266 St Catherines & 7th,0262 8th & Prince Edward,365 Corporate Standard Renewal,1031,359,3565,3806,8,9,0,0
2022-01-17 18:00,2022-01-17 19:00,0084 Beach & Broughton,0028 Davie & Beach,30 Day Pass,824,243,3681,3832,8,8,0,0
2022-01-17 18:00,2022-01-17 19:00,0039 Helmcken & Burrard,0032 Comox & Denman,365 Day Founding Plus,1570,429,3578,3756,7,10,0,0
2022-01-17 18:00,2022-01-17 19:00,0054 Expo & Carrall,0159 Vine & 4th,365 Corporate Standard,6023,1373,3748,3955,8,9,0,0
2022-01-17 18:00,2022-01-17 19:00,0030 Abbott & Cordova,0030 Abbott & Cordova,30 Day Pass,2142,1163,3698,3811,8,10,0,0
2022-01-17 18:00,2022-01-17 19:00,0070 10th & Granville,0248 St George & Broadway,365 Corporate Plus Renewal,3555,2662,3660,3673,8,8,0,0
2022-01-17 18:00,2022-01-17 19:00,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,365 Corporate Plus Renewal,4012,3639,3418,3481,8,8,0,0
2022-01-17 18:00,2022-01-18 23:00,0092 Chilco & Barclay,0980 Workshop - Balancer Bike Check In,365 Day Founding Standard,643,101586,3787,3843,7,7,96513,1
2022-01-17 19:00,2022-01-17 19:00,0230 Alexander & Railway,0213 Pender & Gore,365 Corporate Plus Renewal,849,293,3658,3769,7,9,0,0
2022-01-17 19:00,2022-01-17 19:00,0048 Comox & Broughton,0122 Haro & Denman,365 Standard,843,210,3748,3853,8,10,0,0
2022-01-17 19:00,2022-01-17 19:00,0192 7th &  Alder,0108 1st & Chestnut,365 Corporate Plus Renewal,1707,426,3805,3939,8,9,0,0
2022-01-17 19:00,2022-01-17 19:00,0242 8th & Commercial,0250 Woodland & 4th,365 Standard,616,198,3710,3958,8,10,0,0
2022-01-17 19:00,2022-01-17 19:00,0124 Richards & Cordova,0041 Cardero & Robson,365 Standard,0,573,3479,3661,8,6,0,0
2022-01-17 19:00,2022-01-17 19:00,0009 Spyglass & Seawall,0215 Princess & Union,365 Standard,2525,723,3726,3863,9,10,0,0
2022-01-17 19:00,2022-01-17 19:00,0037 Hornby & Nelson,0026 Beatty & Robson,365 Standard,1139,530,3998,4058,8,9,0,0
2022-01-17 19:00,2022-01-17 19:00,0078 Nelson & Mainland,0007 12th & Yukon (City Hall),365 Standard,2152,666,3793,3934,8,9,0,0
2022-01-17 19:00,2022-01-17 19:00,0300 Bute & Barclay,0040 Cardero & Davie,365 Plus,1051,290,3539,3618,8,7,0,0
2022-01-17 19:00,2022-01-17 19:00,0191 7th & Laurel,0150 Alexander & Main,365 Day Founding Plus,3653,1002,3823,3976,8,10,0,0
2022-01-17 19:00,2022-01-17 19:00,0070 10th & Granville,0166 Alder & 11th,365 Standard,641,282,3710,3897,9,9,0,0
2022-01-17 19:00,2022-01-17 19:00,0229 Keefer & Princess,0199 Georgia & Main,365 Day Pass Plus SALE,771,213,3993,4074,9,10,0,0
2022-01-17 19:00,2022-01-17 19:00,0227 Campbell & Hastings,0239 Grant & Commercial,365 Plus,2225,594,3555,3752,8,7,0,0
2022-01-17 19:00,2022-01-17 19:00,0239 Grant & Commercial,0222 Adanac & McLean,365 Plus,1116,214,3663,3764,8,9,0,0
2022-01-17 19:00,2022-01-17 19:00,0280 Triumph & Victoria,0280 Triumph & Victoria,365 Plus,2334,881,3724,3955,8,10,260,1
2022-01-17 19:00,2022-01-17 19:00,0030 Abbott & Cordova,0030 Abbott & Cordova,30 Day Pass,1700,1691,3745,3702,8,9,285,3
2022-01-17 19:00,2022-01-17 19:00,0262 8th & Prince Edward,0266 St Catherines & 7th,365 Corporate Standard Renewal,1047,300,3534,3777,8,9,0,0
2022-01-17 19:00,2022-01-17 19:00,0064 Expo & Smithe,0204 York & Yew,365 Standard,3800,1242,3721,3950,8,10,0,0
2022-01-17 19:00,2022-01-17 19:00,0244 10th & Commercial,0283 15th & Knight,365 Standard,933,245,3650,3744,8,10,0,0
2022-01-17 19:00,2022-01-17 19:00,0150 Alexander & Main,0014 Canada Place,365 Plus,1376,436,4016,4134,8,9,0,0
2022-01-17 19:00,2022-01-17 19:00,0028 Davie & Beach,0137 Beach & Seymour,30 Day Pass,1972,398,3686,3858,8,10,0,0
2022-01-17 19:00,2022-01-17 19:00,0005 Dunsmuir & Beatty,0027 Beatty & Nelson,365 Plus,706,217,3958,4085,8,9,0,0
2022-01-17 19:00,2022-01-17 20:00,0031 Morton & Denman,0102 Stanley Park - Second Beach North,24 Hour,2131,1400,3972,4113,8,7,0,0
2022-01-17 19:00,2022-01-17 20:00,0227 Campbell & Hastings,0228 Keefer & Hawks,Community Pass,886,1502,3531,3829,7,7,1034,1
2022-01-17 20:00,2022-01-17 20:00,0021 Cordova & Granville,0150 Alexander & Main,365 Plus,1237,356,3686,3901,8,10,0,0
2022-01-17 20:00,2022-01-17 20:00,0025 Homer & Robson (Vancouver Public Library),0199 Georgia & Main,365 Plus,1635,533,3697,3842,8,8,0,0
2022-01-17 20:00,2022-01-17 20:00,0136 David Lam Park - West,0028 Davie & Beach,30 Day Pass,2562,674,3853,3997,10,9,0,0
2022-01-17 20:00,2022-01-17 20:00,0025 Homer & Robson (Vancouver Public Library),0045 Beach & Hornby,Community Pass,1672,512,3595,3866,8,8,0,0
2022-01-17 20:00,2022-01-17 20:00,0063 Robson & Granville,0021 Cordova & Granville,30 Day Pass,1112,874,3764,3835,9,9,0,0
2022-01-17 20:00,2022-01-17 20:00,0088 Harwood & Bute,0300 Bute & Barclay,365 Corporate Plus Renewal,841,221,3687,3948,8,9,0,0
2022-01-17 20:00,2022-01-17 20:00,0218 Carrall & Seawall,0136 David Lam Park - West,30 Day Pass,2062,990,3852,3979,7,9,0,0
2022-01-17 20:00,2022-01-17 20:00,0054 Expo & Carrall,0218 Carrall & Seawall,30 Day Pass,240,140,3499,3576,8,8,0,0
2022-01-17 20:00,2022-01-17 20:00,0093 Chilco & Robson,0083 Aquatic Centre,365 Corporate Plus,2062,388,3713,3876,7,11,0,0
2022-01-17 20:00,2022-01-17 20:00,0300 Bute & Barclay,0088 Harwood & Bute,365 Corporate Plus Renewal,735,288,3797,3914,7,8,0,0
2022-01-17 20:00,2022-01-17 20:00,0255 18th & Main,0281 Windsor & 14th,365 Corporate Plus,1774,465,3735,3895,7,9,0,0
2022-01-17 20:00,2022-01-17 20:00,0019 Robson & Hornby,0028 Davie & Beach,365 Plus,2117,680,3750,3868,8,9,0,0
2022-01-17 20:00,2022-01-17 20:00,0098 Carrall & Hastings,0082 Richards & Davie,365 Plus,1968,478,3650,3806,8,8,0,0
2022-01-17 20:00,2022-01-17 20:00,0017 Marinaside & Davie,0004 Yaletown-Roundhouse Station,365 Day Founding Plus,373,115,3653,3735,8,9,0,0
2022-01-17 20:00,2022-01-17 20:00,0082 Richards & Davie,0011 Ontario & Seawall,365 Corporate Plus,2511,634,3648,3853,8,10,0,0
2022-01-17 20:00,2022-01-17 20:00,0058 Homer & Smithe,0064 Expo & Smithe,30 Day Pass,445,182,3763,3802,8,9,0,0
2022-01-17 20:00,2022-01-17 20:00,0187 Bute & Davie,0004 Yaletown-Roundhouse Station,365 Day Founding Standard,1292,292,3724,3872,7,10,0,0
2022-01-17 20:00,2022-01-17 20:00,0093 Chilco & Robson,0083 Aquatic Centre,Community Pass,2105,548,3777,3872,7,10,0,0
2022-01-17 20:00,2022-01-17 20:00,0108 1st & Chestnut,0192 7th &  Alder,365 Corporate Plus Renewal,1731,492,3589,3821,8,10,0,0
2022-01-17 20:00,2022-01-17 20:00,0250 Woodland & 4th,0242 8th & Commercial,365 Corporate Plus,641,185,3553,3681,8,9,0,0
2022-01-17 20:00,2022-01-17 20:00,0026 Beatty & Robson,0174 1st & Manitoba,365 Standard,2086,628,3976,4150,8,10,0,0
2022-01-17 20:00,2022-01-17 21:00,0021 Cordova & Granville,0063 Robson & Granville,30 Day Pass,1931,1088,3740,3871,10,9,0,0
2022-01-17 20:00,2022-01-17 21:00,0124 Richards & Cordova,0199 Georgia & Main,365 Standard,1355,392,3898,4008,9,11,0,0
2022-01-17 20:00,2022-01-17 21:00,0170 8th & Yukon,0045 Beach & Hornby,365 Day Founding Standard,3593,1110,3666,3802,8,10,0,0
2022-01-17 21:00,2022-01-17 21:00,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,Community Pass,40,60,3523,3677,8,5,0,0
2022-01-17 21:00,2022-01-17 21:00,0240 2nd & Commercial,0278 15th & Victoria (Trout Lake),30 Day Pass,1678,378,3682,3793,8,10,0,0
2022-01-17 21:00,2022-01-17 21:00,0083 Aquatic Centre,0054 Expo & Carrall,30 Day Pass,3890,1087,3648,3924,9,11,0,0
2022-01-17 21:00,2022-01-17 21:00,0041 Cardero & Robson,0083 Aquatic Centre,30 Day Pass,1901,677,3750,3823,8,8,0,0
2022-01-17 21:00,2022-01-17 21:00,0193 Science World,0215 Princess & Union,365 Standard,1276,440,3753,3916,8,9,0,0
2022-01-17 21:00,2022-01-17 21:00,0041 Cardero & Robson,0041 Cardero & Robson,30 Day Pass,0,112,3499,3648,8,5,0,0
2022-01-17 21:00,2022-01-17 21:00,0028 Davie & Beach,0083 Aquatic Centre,30 Day Pass,1223,326,3750,3963,9,10,0,0
2022-01-17 21:00,2022-01-17 21:00,0092 Chilco & Barclay,0092 Chilco & Barclay,365 Plus,1519,801,3835,3956,7,7,158,1
2022-01-17 21:00,2022-01-17 21:00,0102 Stanley Park - Second Beach North,0031 Morton & Denman,24 Hour,1347,1109,3740,3793,7,8,0,0
2022-01-17 21:00,2022-01-17 21:00,0102 Stanley Park - Second Beach North,0102 Stanley Park - Second Beach North,24 Hour,0,18,3866,3922,7,7,0,0
2022-01-17 21:00,2022-01-17 21:00,0174 1st & Manitoba,0108 1st & Chestnut,30 Day Pass,3724,959,3995,4238,8,10,0,0
2022-01-17 21:00,2022-01-17 21:00,0048 Comox & Broughton,0040 Cardero & Davie,Community Pass,422,104,3387,3528,8,8,0,0
2022-01-17 21:00,2022-01-17 21:00,0174 1st & Manitoba,0108 1st & Chestnut,30 Day Pass,3714,1035,4029,4195,8,10,0,0
2022-01-17 21:00,2022-01-17 21:00,0112 10th & Oak,0089 Burrard & Drake,365 Plus,4206,1283,3740,3958,7,9,0,0
2022-01-17 21:00,2022-01-17 21:00,0171 5th & Yukon,0215 Princess & Union,Community Pass,2913,1684,3698,3819,8,9,0,0
2022-01-17 21:00,2022-01-17 22:00,0045 Beach & Hornby,0027 Beatty & Nelson,Community Pass,1637,653,3648,3716,9,9,0,0
2022-01-17 21:00,2022-01-17 22:00,0005 Dunsmuir & Beatty,0218 Carrall & Seawall,Community Pass,4576,1838,3792,3900,8,7,545,3
2022-01-17 21:00,2022-01-17 22:00,0213 Pender & Gore,0066 Anderson & 2nd,Community Pass,4649,1622,3937,4146,8,9,0,0
2022-01-17 22:00,2022-01-17 22:00,0001 10th & Cambie,0074 10th & Main,365 Plus,935,315,3526,3647,8,9,0,0
2022-01-17 22:00,2022-01-17 22:00,0084 Beach & Broughton,0093 Chilco & Robson,365 Corporate Plus,1700,441,3540,3668,8,9,0,0
2022-01-17 22:00,2022-01-17 22:00,0011 Ontario & Seawall,0082 Richards & Davie,365 Corporate Plus,3467,840,3595,3835,7,9,0,0
2022-01-17 22:00,2022-01-17 22:00,0004 Yaletown-Roundhouse Station,0187 Bute & Davie,365 Day Founding Standard,1266,591,3784,3892,8,9,0,0
2022-01-17 22:00,2022-01-17 22:00,0037 Hornby & Nelson,0063 Robson & Granville,365 Standard,827,1068,3516,3626,8,8,656,1
2022-01-17 22:00,2022-01-17 22:00,0078 Nelson & Mainland,0010 Stamps Landing,365 Standard,2099,508,3586,3758,8,11,0,0
2022-01-17 22:00,2022-01-17 22:00,0006 Olympic Village Station,0081 7th & Heather,365 Standard,398,124,3573,3600,7,8,0,0
2022-01-17 22:00,2022-01-17 22:00,0124 Richards & Cordova,0199 Georgia & Main,365 Corporate Plus,1353,362,3579,3687,7,10,0,0
