Departure,Return,Departure station,Return station,Memebership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2022-01-14 17:00,2022-01-14 18:00,0191 7th & Laurel,0050 Bute & Comox,365 Corporate Standard,4010,1327,3837,4038,10,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0242 8th & Commercial,0017 Marinaside & Davie,365 Plus,5123,1371,3542,3781,10,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0191 7th & Laurel,0035 Coal Harbour Community Centre,365 Day Founding Plus,5976,1742,3905,4140,9,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0255 18th & Main,0076 Cypress & 4th,365 Corporate Standard Renewal,5011,1409,3610,3813,10,11,0,0
2022-01-14 17:00,2022-01-14 18:00,0092 Chilco & Barclay,0028 Davie & Beach,365 Day Founding Standard,13021,2711,3507,3718,10,13,0,0
2022-01-14 17:00,2022-01-14 18:00,0150 Alexander & Main,0030 Abbott & Cordova,Community Pass,2039,3558,3632,3681,10,8,2637,3
2022-01-14 17:00,2022-01-14 21:00,0082 Richards & Davie,0082 Richards & Davie,24 Hour,2037,12641,3758,3792,10,10,0,0
2022-01-14 17:00,2022-01-14 23:00,0070 10th & Granville,0112 10th & Oak,365 Corporate Plus Renewal,992,285,3814,3706,11,8,0,0
2022-01-14 17:00,2022-01-15 10:00,0148 Creekside Park North,0045 Beach & Hornby,365 Standard,0,61508,3539,3656,10,7,0,0
2022-01-14 18:00,2022-01-14 18:00,0213 Pender & Gore,0228 Keefer & Hawks,365 Day Pass Plus SALE,847,212,3647,3769,11,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0262 8th & Prince Edward,0266 St Catherines & 7th,365 Corporate Standard Renewal,1043,255,3735,3853,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0186 10th & Kingsway,0262 8th & Prince Edward,365 Corporate Standard Renewal,308,145,3578,3748,10,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0070 10th & Granville,0153 Arbutus Greenway & Fir,365 Plus,637,262,3673,3748,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0115 Cypress & 16th,0065 Cypress & Cornwall,30 Day Pass,1778,570,3489,3594,9,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0078 Nelson & Mainland,0218 Carrall & Seawall,365 Standard,1225,418,3695,3789,11,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0218 Carrall & Seawall,0136 David Lam Park - West,24 Hour,1999,1064,3745,3964,10,9,0,0
2022-01-14 18:00,2022-01-14 18:00,0063 Robson & Granville,0140 Burrard & 7th,365 Day Founding Plus,3234,812,3724,3889,11,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0235 Charles & Commercial,0241 4th & Commercial,365 Plus,1057,487,3764,3868,9,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0170 8th & Yukon,0070 10th & Granville,Community Pass,2201,977,3547,3668,9,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0024 Hornby & Pender,0045 Beach & Hornby,365 Standard,1729,401,3694,3779,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0274 Victoria & 10th,0278 15th & Victoria (Trout Lake),30 Day Pass,520,120,3647,3821,10,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0016 Pender & Burrard,0093 Chilco & Robson,365 Plus,2383,895,3735,3842,11,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0187 Bute & Davie,0089 Burrard & Drake,365 Corporate Standard Renewal,633,249,3768,3850,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0063 Robson & Granville,0089 Burrard & Drake,365 Corporate Standard,1125,446,3906,4022,12,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0126 Thurlow & Pendrell,0300 Bute & Barclay,365 Day Pass Standard SALE,635,266,3619,3748,11,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0015 Granville & Georgia,0300 Bute & Barclay,365 Corporate Plus,1106,553,3665,3813,11,9,0,0
2022-01-14 18:00,2022-01-14 18:00,0035 Coal Harbour Community Centre,0005 Dunsmuir & Beatty,365 Standard,2574,953,4034,4153,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0242 8th & Commercial,0250 Woodland & 4th,365 Standard,612,186,3594,3742,9,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0070 10th & Granville,0143 South False Creek Seawall,365 Standard,1421,465,3679,3789,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0102 Stanley Park - Second Beach North,0035 Coal Harbour Community Centre,Community Pass,2542,778,3900,4093,9,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0005 Dunsmuir & Beatty,0212 Union & Dunlevy,365 Standard,1180,313,3619,3766,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0069 7th & Granville,0192 7th &  Alder,30 Day Pass,645,282,3645,3715,10,9,0,0
2022-01-14 18:00,2022-01-14 18:00,0030 Abbott & Cordova,0150 Alexander & Main,Community Pass,663,213,3590,3700,11,9,0,0
2022-01-14 18:00,2022-01-14 18:00,0171 5th & Yukon,0193 Science World,365 Corporate Plus,1494,462,3855,3997,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0092 Chilco & Barclay,0044 Pacific & Richards,365 Corporate Plus,2873,870,3869,3980,9,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0227 Campbell & Hastings,0199 Georgia & Main,365 Day Pass Plus SALE,1413,391,3624,3726,9,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0054 Expo & Carrall,0137 Beach & Seymour,365 Corporate Plus,3013,755,3631,3764,10,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0981 Workshop - Service Complete,0281 Windsor & 14th,VIP,3022,761,4114,4235,23,20,0,0
2022-01-14 18:00,2022-01-14 18:00,0177 Quebec & 1st,0129 Richards & Robson,365 Corporate Plus Renewal,2758,822,3492,3694,11,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0002 Burrard Station (Melville & Dunsmuir),0041 Cardero & Robson,365 Corporate Standard,1170,360,3963,4066,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0026 Beatty & Robson,0019 Robson & Hornby,365 Corporate Plus,855,410,3689,3802,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0232 Britannia Parking Lot,0245 Woodland & 10th,Community Pass,1794,702,3616,3718,9,9,0,0
2022-01-14 18:00,2022-01-14 18:00,0300 Bute & Barclay,0187 Bute & Davie,365 Day Pass Standard SALE,459,108,3956,4032,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0089 Burrard & Drake,0187 Bute & Davie,365 Corporate Standard Renewal,628,197,3750,3848,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0186 10th & Kingsway,0282 14th & Fraser,365 Corporate Standard Renewal,1029,756,3505,3653,10,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0140 Burrard & 7th,0071 14th & Granville,Community Pass,1206,378,3648,3731,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0011 Ontario & Seawall,0218 Carrall & Seawall,24 Hour,1284,970,3460,3660,9,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0010 Stamps Landing,0010 Stamps Landing,Community Pass,1721,1094,3476,3668,9,9,0,0
2022-01-14 18:00,2022-01-14 18:00,0024 Hornby & Pender,0052 Cambie & Water,365 Day Founding Plus,984,343,3932,4011,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0140 Burrard & 7th,0191 7th & Laurel,30 Day Pass,1656,561,3879,3974,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0082 Richards & Davie,0124 Richards & Cordova,30 Day Pass,1402,706,3652,3779,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0205 Pine & 10th,0177 Quebec & 1st,365 Plus,3736,969,3689,3810,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0222 Adanac & McLean,0229 Keefer & Princess,Community Pass,1513,350,3698,3871,9,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0219 Hawks & Union,0108 1st & Chestnut,365 Corporate Standard,6744,1761,3792,4000,9,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0053 Keefer & Abbott,0010 Stamps Landing,365 Plus,2813,928,3613,3708,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0222 Adanac & McLean,0283 15th & Knight,365 Day Founding Standard,2738,921,3563,3681,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0266 St Catherines & 7th,0262 8th & Prince Edward,365 Corporate Standard Renewal,1041,423,3731,3872,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0088 Harwood & Bute,0039 Helmcken & Burrard,365 Plus,843,278,3656,3831,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0222 Adanac & McLean,0222 Adanac & McLean,365 Day Founding Standard,0,33,3750,3835,9,8,0,0
2022-01-14 18:00,2022-01-14 18:00,0232 Britannia Parking Lot,0234 Station & National,Community Pass,2828,692,3637,3816,9,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0282 14th & Fraser,0255 18th & Main,365 Corporate Plus,1278,372,3700,3910,9,8,0,0
2022-01-14 18:00,2022-01-14 18:00,0221 Glen & Union,0005 Dunsmuir & Beatty,365 Standard,2248,718,3903,4130,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0232 Britannia Parking Lot,0225 McLean & Pender,Community Pass,796,545,3805,3843,10,9,0,0
2022-01-14 18:00,2022-01-14 18:00,0186 10th & Kingsway,0186 10th & Kingsway,365 Corporate Standard Renewal,2,356,3561,3637,11,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0008 8th & Ash,0136 David Lam Park - West,365 Corporate Plus Renewal,2679,756,3608,3774,10,13,0,0
2022-01-14 18:00,2022-01-14 18:00,0232 Britannia Parking Lot,0225 McLean & Pender,Community Pass,731,581,3595,3687,10,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0054 Expo & Carrall,0159 Vine & 4th,365 Corporate Standard,6011,1466,4021,4217,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0052 Cambie & Water,0087 Broughton & Burnaby,365 Plus,2989,641,3653,3863,10,13,0,0
2022-01-14 18:00,2022-01-14 18:00,0073 Ontario & 5th,0177 Quebec & 1st,30 Day Pass,571,226,3692,3782,10,9,0,0
2022-01-14 18:00,2022-01-14 18:00,0001 10th & Cambie,0241 4th & Commercial,365 Corporate Plus Renewal,4043,1132,3690,3879,9,8,0,0
2022-01-14 18:00,2022-01-14 18:00,0048 Comox & Broughton,0300 Bute & Barclay,365 Standard,0,221,3573,3566,10,9,0,0
2022-01-14 18:00,2022-01-14 18:00,0045 Beach & Hornby,0193 Science World,365 Day Founding Plus,3371,1044,3494,3605,10,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0098 Carrall & Hastings,0074 10th & Main,365 Standard,2828,1018,3598,3703,11,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0070 10th & Granville,0186 10th & Kingsway,365 Corporate Plus Renewal,3091,950,3637,3889,11,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0045 Beach & Hornby,0045 Beach & Hornby,365 Day Founding Plus,0,18,3526,3652,10,9,0,0
2022-01-14 18:00,2022-01-14 18:00,0045 Beach & Hornby,0098 Carrall & Hastings,Community Pass,5682,2099,3647,3871,10,13,0,0
2022-01-14 18:00,2022-01-14 18:00,0017 Marinaside & Davie,0177 Quebec & 1st,365 Day Founding Standard,1939,468,3797,3930,10,10,0,0
2022-01-14 18:00,2022-01-14 18:00,0004 Yaletown-Roundhouse Station,0057 Marinaside & Cooperage,365 Standard,614,188,3843,3963,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0191 7th & Laurel,0174 1st & Manitoba,365 Corporate Plus Renewal,1621,340,3516,3686,9,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0981 Workshop - Service Complete,0244 10th & Commercial,VIP,2260,641,4042,4092,22,20,0,0
2022-01-14 18:00,2022-01-14 18:00,0040 Cardero & Davie,0122 Haro & Denman,365 Standard,818,207,3868,3969,10,11,0,0
2022-01-14 18:00,2022-01-14 18:00,0122 Haro & Denman,0139 Burrard & 4th,Community Pass,3777,1020,3734,3910,10,12,0,0
2022-01-14 18:00,2022-01-14 18:00,0037 Hornby & Nelson,0204 York & Yew,365 Day Pass Standard SALE,2756,867,3835,4113,11,12,0,0
2022-01-14 18:00,2022-01-14 19:00,0136 David Lam Park - West,0089 Burrard & Drake,24 Hour,2033,1965,3848,3930,10,11,0,0
2022-01-14 18:00,2022-01-14 19:00,0174 1st & Manitoba,0193 Science World,30 Day Pass,624,166,3937,4048,10,12,0,0
2022-01-14 18:00,2022-01-14 19:00,0129 Richards & Robson,0030 Abbott & Cordova,365 Day Founding Plus,1127,379,3842,4005,10,9,0,0
2022-01-14 18:00,2022-01-14 19:00,0063 Robson & Granville,0026 Beatty & Robson,365 Corporate Plus,665,525,3818,3879,11,12,220,1
2022-01-14 18:00,2022-01-14 19:00,0030 Abbott & Cordova,0026 Beatty & Robson,365 Standard,1029,405,3740,3850,10,11,0,0
2022-01-14 18:00,2022-01-14 19:00,0002 Burrard Station (Melville & Dunsmuir),0065 Cypress & Cornwall,365 Standard,2683,550,3674,3787,10,13,0,0
2022-01-14 18:00,2022-01-14 19:00,0078 Nelson & Mainland,0108 1st & Chestnut,365 Day Founding Standard,3185,943,3521,3608,11,11,0,0
2022-01-14 18:00,2022-01-14 19:00,0112 10th & Oak,0031 Morton & Denman,365 Plus,5942,1461,3745,3895,10,13,0,0
2022-01-14 18:00,2022-01-14 19:00,0047 Chilco & Beach,0076 Cypress & 4th,365 Plus,3928,1303,3610,3771,9,10,0,0
2022-01-14 18:00,2022-01-14 19:00,0028 Davie & Beach,0054 Expo & Carrall,365 Standard,4639,1058,3526,3777,10,12,0,0
2022-01-14 18:00,2022-01-14 19:00,0174 1st & Manitoba,0044 Pacific & Richards,365 Standard,2924,739,3853,4003,10,11,0,0
2022-01-14 18:00,2022-01-14 19:00,0026 Beatty & Robson,0082 Richards & Davie,30 Day Pass,3340,985,3939,4148,10,12,0,0
2022-01-14 18:00,2022-01-14 19:00,0098 Carrall & Hastings,0063 Robson & Granville,Community Pass,4941,3205,3661,3793,11,12,242,1
2022-01-14 18:00,2022-01-14 19:00,0245 Woodland & 10th,0265 St Catherines & 10th,Community Pass,3265,1731,3637,3774,10,12,0,0
2022-01-14 18:00,2022-01-14 19:00,0028 Davie & Beach,0219 Hawks & Union,Community Pass,6338,2501,3573,3908,10,12,0,0
2022-01-14 18:00,2022-01-14 19:00,0260 10th & Fraser,0207 Alberni & Jervis,365 Standard,5531,1979,3694,3835,10,11,0,0
2022-01-14 18:00,2022-01-14 20:00,0017 Marinaside & Davie,0193 Science World,365 Plus,10195,5543,3727,3945,10,11,0,0
2022-01-14 18:00,2022-01-14 20:00,0193 Science World,0193 Science World,24 Hour,12709,6048,3719,4013,10,11,0,0
2022-01-14 18:00,2022-01-14 21:00,0082 Richards & Davie,0082 Richards & Davie,24 Hour,0,12315,3473,3513,10,10,0,0
2022-01-14 19:00,2022-01-14 19:00,0176 10th & Ontario,0298 6th & Carolina,365 Standard,1415,353,3718,3861,9,10,0,0
2022-01-14 19:00,2022-01-14 19:00,0218 Carrall & Seawall,0193 Science World,365 Standard,645,445,3719,3819,10,9,0,0
2022-01-14 19:00,2022-01-14 19:00,0037 Hornby & Nelson,0201 Shaw Tower,30 Day Pass,1435,395,3895,4050,11,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0298 6th & Carolina,0198 5th & Main,365 Corporate Standard Renewal,808,181,3608,3711,9,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0039 Helmcken & Burrard,0098 Carrall & Hastings,365 Standard,2370,790,3711,3790,8,10,0,0
2022-01-14 19:00,2022-01-14 19:00,0073 Ontario & 5th,0255 18th & Main,30 Day Pass,1719,811,3893,4058,11,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0073 Ontario & 5th,0255 18th & Main,365 Standard,1743,839,3903,4013,13,10,0,0
2022-01-14 19:00,2022-01-14 19:00,0024 Hornby & Pender,0050 Bute & Comox,365 Standard,1596,840,3879,4006,11,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0024 Hornby & Pender,0050 Bute & Comox,24 Hour,1598,882,3597,3647,10,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0024 Hornby & Pender,0050 Bute & Comox,30 Day Pass,1645,917,3789,3908,10,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0199 Georgia & Main,0004 Yaletown-Roundhouse Station,365 Standard,2291,685,3964,4114,10,10,0,0
2022-01-14 19:00,2022-01-14 19:00,0039 Helmcken & Burrard,0102 Stanley Park - Second Beach North,365 Standard,3297,1005,3711,3919,11,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0070 10th & Granville,0001 10th & Cambie,365 Standard,1845,698,3495,3663,10,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0255 18th & Main,0281 Windsor & 14th,365 Corporate Plus,1788,430,3744,3940,8,9,0,0
2022-01-14 19:00,2022-01-14 19:00,0223 Commercial & Adanac,0004 Yaletown-Roundhouse Station,365 Day Pass Standard SALE,4406,956,3847,4034,8,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0026 Beatty & Robson,0037 Hornby & Nelson,365 Day Founding Plus,1090,603,3816,3903,10,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0109 7th & Arbutus,0108 1st & Chestnut,30 Day Pass,998,311,3732,3823,10,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0026 Beatty & Robson,0058 Homer & Smithe,365 Corporate Plus Renewal,518,219,3808,3895,10,8,0,0
2022-01-14 19:00,2022-01-14 19:00,0099 Vancouver Art Gallery - North Plaza,0039 Helmcken & Burrard,365 Standard,780,424,3656,3727,11,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0063 Robson & Granville,0016 Pender & Burrard,30 Day Pass,2687,1486,3869,3961,11,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0008 8th & Ash,0174 1st & Manitoba,365 Corporate Plus,1276,409,3790,3861,11,13,0,0
2022-01-14 19:00,2022-01-14 19:00,0030 Abbott & Cordova,0053 Keefer & Abbott,30 Day Pass,2487,1299,3623,3773,10,9,496,2
2022-01-14 19:00,2022-01-14 19:00,0112 10th & Oak,0075 Arbutus & 10th,365 Standard,1995,610,3621,3721,10,9,0,0
2022-01-14 19:00,2022-01-14 19:00,0066 Anderson & 2nd,0047 Chilco & Beach,365 Day Founding Plus,4210,1262,3929,4163,10,9,0,0
2022-01-14 19:00,2022-01-14 19:00,0017 Marinaside & Davie,0073 Ontario & 5th,365 Standard,2513,804,3868,4018,11,10,0,0
2022-01-14 19:00,2022-01-14 19:00,0143 South False Creek Seawall,0159 Vine & 4th,365 Standard,3175,1082,3800,4050,13,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0054 Expo & Carrall,0136 David Lam Park - West,30 Day Pass,2284,951,3576,3826,10,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0212 Union & Dunlevy,0173 1st & Columbia,365 Corporate Standard,1921,648,3676,3803,10,9,0,0
2022-01-14 19:00,2022-01-14 19:00,0017 Marinaside & Davie,0073 Ontario & 5th,30 Day Pass,2507,903,3784,4032,10,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0037 Hornby & Nelson,0204 York & Yew,365 Standard,0,853,3706,3748,10,9,0,0
2022-01-14 19:00,2022-01-14 19:00,0016 Pender & Burrard,0280 Triumph & Victoria,30 Day Pass,4633,1447,3640,3718,10,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0037 Hornby & Nelson,0204 York & Yew,365 Plus,2758,865,3647,3771,10,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0161 Alexander & Dunlevy,0206 8th & Scotia,365 Plus,3724,1087,3769,3935,10,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0026 Beatty & Robson,0154 Kitsilano Beach Park,365 Standard,7835,1451,3624,3864,9,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0187 Bute & Davie,0218 Carrall & Seawall,365 Standard,3593,762,3771,3908,10,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0011 Ontario & Seawall,0017 Marinaside & Davie,24 Hour,1966,607,3734,3860,9,10,0,0
2022-01-14 19:00,2022-01-14 19:00,0212 Union & Dunlevy,0077 Vanier Park,Community Pass,5423,1130,3508,3729,9,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0011 Ontario & Seawall,0011 Ontario & Seawall,24 Hour,10,110,3681,3719,10,10,0,0
2022-01-14 19:00,2022-01-14 19:00,0171 5th & Yukon,0197 1st & Scotia,365 Plus,1582,497,3613,3742,10,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0166 Alder & 11th,0055 Keefer & Columbia,365 Day Founding Standard,4259,1090,3676,3850,9,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0053 Keefer & Abbott,0143 South False Creek Seawall,365 Standard,3691,1082,3774,3940,10,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0028 Davie & Beach,0028 Davie & Beach,30 Day Pass,2744,3005,3885,3984,10,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0201 Shaw Tower,0041 Cardero & Robson,365 Corporate Standard,1245,383,3608,3719,10,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0173 1st & Columbia,0212 Union & Dunlevy,365 Corporate Standard,1817,576,3624,3777,10,9,0,0
2022-01-14 19:00,2022-01-14 19:00,0150 Alexander & Main,0002 Burrard Station (Melville & Dunsmuir),24 Hour,2031,839,3547,3753,10,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0069 7th & Granville,0109 7th & Arbutus,365 Standard,1098,336,3735,3889,9,11,0,0
2022-01-14 19:00,2022-01-14 19:00,0281 Windsor & 14th,0255 18th & Main,VIP,1905,485,4095,4242,12,14,0,0
2022-01-14 19:00,2022-01-14 19:00,0298 6th & Carolina,0218 Carrall & Seawall,365 Standard,2525,552,3653,3756,9,12,0,0
2022-01-14 19:00,2022-01-14 19:00,0058 Homer & Smithe,0064 Expo & Smithe,365 Corporate Plus Renewal,453,212,3702,3768,11,10,0,0
2022-01-14 19:00,2022-01-14 19:00,0082 Richards & Davie,0148 Creekside Park North,365 Plus,2956,689,3727,3889,11,13,0,0
2022-01-14 19:00,2022-01-14 19:00,0001 10th & Cambie,0172 10th & Columbia,Community Pass,896,2983,3586,3639,9,10,2617,1
2022-01-14 19:00,2022-01-14 20:00,0165 Columbia & 5th,0092 Chilco & Barclay,365 Corporate Plus,6944,1502,3676,3930,9,12,0,0
2022-01-14 19:00,2022-01-14 20:00,0300 Bute & Barclay,0032 Comox & Denman,365 Corporate Plus,3812,1238,3660,3869,10,11,0,0
2022-01-14 19:00,2022-01-14 20:00,0102 Stanley Park - Second Beach North,0045 Beach & Hornby,365 Standard,2987,930,3808,3953,12,12,0,0
2022-01-14 19:00,2022-01-14 20:00,0053 Keefer & Abbott,0030 Abbott & Cordova,30 Day Pass,385,196,3603,3797,10,9,0,0
2022-01-14 19:00,2022-01-14 20:00,0136 David Lam Park - West,0148 Creekside Park North,365 Standard,2248,641,3563,3776,10,11,0,0
2022-01-14 19:00,2022-01-14 20:00,0108 1st & Chestnut,0187 Bute & Davie,365 Standard,2197,645,3590,3852,10,9,0,0
2022-01-14 19:00,2022-01-14 20:00,0174 1st & Manitoba,0076 Cypress & 4th,30 Day Pass,3847,910,3611,3766,10,11,0,0
2022-01-14 19:00,2022-01-14 20:00,0037 Hornby & Nelson,0096 Nicola & Robson,365 Day Founding Plus,886,662,3774,3840,10,10,0,0
2022-01-14 19:00,2022-01-14 20:00,0136 David Lam Park - West,0011 Ontario & Seawall,30 Day Pass,3589,1132,3655,3800,10,11,0,0
2022-01-14 19:00,2022-01-14 20:00,0063 Robson & Granville,0098 Carrall & Hastings,Community Pass,3479,1464,3735,3874,10,13,406,1
2022-01-14 19:00,2022-01-15 10:00,0108 1st & Chestnut,0089 Burrard & Drake,30 Day Pass,0,54564,3507,3568,9,8,0,0
2022-01-14 20:00,2022-01-14 20:00,0006 Olympic Village Station,0177 Quebec & 1st,365 Day Pass Standard SALE,1276,351,3721,3893,8,11,0,0
2022-01-14 20:00,2022-01-14 20:00,0006 Olympic Village Station,0081 7th & Heather,365 Standard,396,113,3618,3755,9,8,0,0
2022-01-14 20:00,2022-01-14 20:00,0016 Pender & Burrard,0087 Broughton & Burnaby,365 Plus,1729,547,3756,3781,11,12,0,0
2022-01-14 20:00,2022-01-14 20:00,0063 Robson & Granville,0002 Burrard Station (Melville & Dunsmuir),24 Hour,788,385,3603,3708,11,12,0,0
2022-01-14 20:00,2022-01-14 20:00,0087 Broughton & Burnaby,0089 Burrard & Drake,365 Plus,818,165,3697,3758,10,9,0,0
2022-01-14 20:00,2022-01-14 20:00,0124 Richards & Cordova,0199 Georgia & Main,365 Corporate Plus,1339,312,3855,3979,9,10,0,0
2022-01-14 20:00,2022-01-14 20:00,0227 Campbell & Hastings,0230 Alexander & Railway,365 Plus,808,157,3595,3668,8,8,0,0
2022-01-14 20:00,2022-01-14 20:00,0019 Robson & Hornby,0088 Harwood & Bute,30 Day Pass,1449,493,3692,3814,10,12,0,0
2022-01-14 20:00,2022-01-14 20:00,0037 Hornby & Nelson,0005 Dunsmuir & Beatty,365 Standard,1582,645,3465,3568,10,10,0,0
2022-01-14 20:00,2022-01-14 20:00,0066 Anderson & 2nd,0054 Expo & Carrall,30 Day Pass,4249,1320,3752,3922,11,11,0,0
2022-01-14 20:00,2022-01-14 20:00,0242 8th & Commercial,0053 Keefer & Abbott,24 Hour,4796,1363,3752,3905,9,11,0,0
2022-01-14 20:00,2022-01-14 20:00,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,2952,1280,3889,4038,11,11,0,0
2022-01-14 20:00,2022-01-14 20:00,0075 Arbutus & 10th,0114 Cypress & 14th,365 Day Pass Standard SALE,718,334,3692,3676,9,10,0,0
2022-01-14 20:00,2022-01-14 20:00,0015 Granville & Georgia,0012 Dunsmuir & Richards,30 Day Pass,459,195,3686,3747,10,11,0,0
2022-01-14 20:00,2022-01-14 20:00,0050 Bute & Comox,0040 Cardero & Davie,365 Day Founding Standard,751,157,3756,3852,10,11,0,0
